app	model	q_idx	status	turns	llm_s	wall_s	ans_len	session_id	final_answer
tpl-ca	moonshotai/kimi-k2.7-code	q5	ok	3	33.1	41.9	552	c1be6a18-3977-4559-b473-73505bba1985	The Land and Water Conservation Fund (LWCF) invested approximately **$285.5 million** in California Senate District 2, across **48 conservation sites** and **48 funding transactions**.  A few caveats: - This is based on TPL Conservation Almanac records that fall within the 2025 Census boundary of CA Senate District 2. - The Almanac's California coverage is mostly through 2017, so more recent LWCF investments may not be included. - Dollar amounts reflect recorded transactions; some records may have $0 if the amount was unknown (none in this case).
tpl-ca	moonshotai/kimi-k2.7-code	q3	ok	5	129.2	147.3	4056	618d4d47-c54b-4451-92f2-cc3116877237	Here are the California congressional districts that have had failed conservation ballot measures, broken into **statewide measures** (which apply to all districts) and **local measures** by district.  ## Statewide failed conservation ballot measures  These six statewide measures apply to every CA congressional district, so they are listed separately rather than attributed to individual districts.  | Year | Measure | Total funds at stake | Conservation funds at stake | Description | |------|:--------|----------------------:|----------------------------:|:------------| | 2002 | Prop 51 | $20.0B | $2.0B | 30% of motor vehicle tax revenues for transportation and land conservation | | 2010 | Prop 21 | $10.0B | $1.5B | $18 vehicle license fee for state parks and wildlife conservation | | 2018 | — | $8.88B | $2.08B | Bond for water infrastructure and watershed conservation | | 1994 | Prop 180 | $2.0B | $1.5B | Bond for acquisition, restoration and conservation of parklands, wildlife areas and forests | | 1990 | Prop 149 | $437M | $437M | Bond for local park, beach, recreation, greenbelt, wildland fire, coastal, historic and museum purposes | | 1990 | Prop 128 | $340M | $200M | Environmental Public Health Bond | | **Total** | | **$41.7B** | **$7.7B** | |  ## Local failed measures by congressional district (2024 boundaries)  This table excludes statewide measures. Dollar amounts are **gross attributions** — when a county or municipal measure spans multiple congressional districts, its full amount is counted in each district it touches.  | District | Failed local measures | Total funds at stake | Conservation funds at stake | |:---------|----------------------:|---------------------:|----------------------------:| | CD 49 (San Diego / Orange) | 5 | $18.15B | $2.15B | | CD 50 (San Diego / Riverside) | 3 | $18.13B | $2.13B | | CD 48 (Orange / San Diego) | 5 | $18.12B | $2.12B | | CD 51 (San Diego / Imperial) | 3 | $18.10B | $2.10B | | CD 52 (San Diego) | 2 | $18.10B | $2.10B | | CD 25 (L.A./Ventura) | 1 | $18.00B | $2.00B | | CD 27 (L.A./San Bernardino) | 6 | $8.08B | $1.20B | | CD 26 (L.A./Ventura) | 7 | $8.07B | $1.20B | | CD 32 (L.A.) | 6 | $8.07B | $1.20B | | CD 29 (L.A.) | 5 | $7.83B | $953M | | CD 28 (Ventura/L.A.) | 5 | $7.81B | $940M | | CD 37 (L.A.) | 4 | $7.80B | $935M | | CD 42 (Riverside/San Bernardino) | 4 | $7.80B | $935M | | CD 30 (L.A.) | 4 | $7.80B | $935M | | CD 44 (Riverside/L.A.) | 4 | $7.80B | $935M | | CD 36 (Riverside/San Bernardino) | 4 | $7.80B | $935M | | CD 34 (L.A.) | 4 | $7.80B | $935M | | CD 43 (Riverside/San Bernardino) | 4 | $7.80B | $935M | | CD 20 (Central Valley/Bay) | 4 | $3.51B | $1.19B | | CD 40 (Orange/Riverside) | 6 | $3.31B | $982M |  *Only the top 20 shown by conservation funds at stake; the remaining 32 districts also have 1–9 failed local measures each, with smaller dollar amounts.*  ### Key drivers of the top districts - **San Diego region (CDs 48–52, plus CD 25/49):** Dominated by a single **2016 San Diego County sales tax measure** ($18B total / $2B conservation for transportation, open space, bike/pedestrian projects). - **Los Angeles region (CDs 26–32, 34–44, etc.):** Driven largely by a **2014 Los Angeles County parcel tax** ($1.63B total / $895M conservation for parks, recreation and wildlife habitat) and earlier L.A. County bonds.  ### Important caveats 1. **Multi-district duplication:** Countywide measures (e.g., San Diego’s $18B measure) cover multiple congressional districts, so the same dollars appear in every district the jurisdiction touches. Summing the district column will overstate the actual total. 2. **Boundary mismatch:** These assignments use the **2024 (119th Congress)** district boundaries. Older measures occurred under different district lines. 3. **Dollar definitions:** *Total funds at stake* is the full ballot measure amount; *conservation funds at stake* is the portion LandVote codes as conservation-earmarked. Some measures are not fully conservation-oriented, so the 
wetlands-v2	moonshotai/kimi-k2.7-code	?	budget_capped	1	0.5	0.5	0	6d4774b5-30fd-4547-951a-f1a45996c8fa	
global-30x30	nvidia/nemotron-3-ultra-550b-a55b	q3	budget_capped	1	0.1	0.1	0	737d5389-f891-468a-aa70-5901e99ded6f	
tpl-ca	minimax/minimax-m3	q1	ok	5	50.8	69.6	2217	23a3f6ae-135a-453f-941a-639b71c5cb03	Here's the summary of land conservation funding in California's Congressional District 16 (CA-16):  ## CA-16 Conservation Funding Overview  The TPL Conservation Almanac records **16 conservation sites** in CA-16, protecting approximately **9,265 acres** between 2000 and 2008. Total documented funding: **~$36.1 million** across 19 transactions with known dollar amounts.  ### Funding by Sponsor Type  | Sponsor Type | Total Amount | Sites | Transactions | |---|---:|---:|---:| | State (STAT) | $24.3M | 8 | 13 | | Local (LOC) | $6.2M | 2 | 2 | | Federal (FED) | $5.6M | 4 | 4 |  ### Funding by Program & Agency  | Program | Sponsor | Type | Amount | Sites | |---|---|---|---:|---:| | State Bonds - Proposition 40 | California (State) | STAT | $11,750,000 | 3 | | State Bonds - Proposition 12 | California (State) | STAT | $7,608,000 | 4 | | Property Tax Funds | Santa Clara County, CA | LOC | $6,150,000 | 2 | | State Bonds - Proposition 117 | California (State) | STAT | $3,462,500 | 2 | | Land and Water Conservation Fund (LWCF) | U.S. Fish and Wildlife Service | FED | $3,205,600 | 3 | | Land and Water Conservation Fund (LWCF) | U.S. National Park Service | FED | $2,432,000 | 1 | | State Bonds - California State Parks | California (State) | STAT | $800,000 | 1 | | General Fund | California (State) | STAT | $485,204 | 1 | | State Bonds - Proposition 70 | California (State) | STAT | $214,796 | 1 |  ### Key Takeaways  - **State bonds dominate** — Propositions 12, 40, and 117 together account for ~$22.8M (63% of all funding), reflecting California's voter-approved conservation finance mechanisms. - **Santa Clara County** is the major local funder, contributing $6.2M through property tax revenues. - **Federal LWCF** is the primary federal source, split between U.S. Fish and Wildlife Service and National Park Service.  ### Caveats  - The Conservation Almanac's California coverage extends through ~2008; more recent transactions may not be captured. - The hex-indexed sites layer retains ~79% of all sites nationally — a small number of very small or complex parcels in CD16 may be omitted from this analysis. - Amounts shown exclude 11 transactions with `amount = 0` (recorded but dollar value unknown).
global-30x30	minimax/minimax-m3	q4	budget_capped	1	0.1	0.1	0	1fa34d0f-0e83-4ae1-be5e-b7186ecd9a37	
tpl	nvidia/nemotron-3-ultra-550b-a55b	q1	budget_capped	1	0.1	0.1	0	9d6a0f49-a437-47c1-83b7-16ce193a4249	
tpl-ca	z-ai/glm-5.2	q2	budget_capped	1	0.2	0.2	0	1f12ca66-b909-4ada-ae66-dc5d61527007	
bosl-high-seas	z-ai/glm-5.2	q1	ok	3	635.0	580.3	528	895704e5-8dee-4db1-8192-4f59bfeb052d	Now I have all the schemas. The analysis requires: 1. **EBSA ∩ High Seas** — EBSA hex is at h8 (with h5/h6 parents), High Seas is at h4. I'll join by converting EBSA's h5 → h4 parent. 2. **Fishing effort** — GFW is at h6, and EBSA hex already has an h6 column, so I can join directly.  Let me run four queries in parallel: (a) area & count of EBSAs on the high seas, (b) 2024 fishing effort by gear type in the EBSA–high-seas overlap, (c) annual trend in that overlap, and (d) total 2024 high-seas fishing effort for comparison.
wetlands-v2	nvidia/nemotron-3-ultra-550b-a55b	?	ok	5	125.3	169.5	3371	bf3d1532-0fda-472f-b3b6-43508c356d2c	The query completed successfully. Here's the vulnerable carbon stored in different wetland types in India (2024 data):  ## Summary: Vulnerable Carbon in India's Wetlands  | Wetland Type | Code | Hex Count | Vulnerable Carbon (Gt C) | Vulnerable Carbon (Mt C) | |--------------|------|-----------|--------------------------|--------------------------| | **Riverine, seasonally saturated, forested** | 14 | 52,451 | **0.207** | 207.2 | | **Rice paddies** | 33 | 1,165,402 | **0.175** | 175.1 | | **Temperate peatland, forested** | 24 | 20,326 | **0.172** | 172.3 | | **Small streams** | 7 | 31,396 | **0.088** | 87.5 | | **Riverine, seasonally saturated, non-forested** | 15 | 602,122 | **0.084** | 84.3 | | **Mangrove** | 28 | 5,699 | **0.069** | 68.5 | | **Salt pan, saline/brackish wetland** | 32 | 34,703 | **0.050** | 50.3 | | **Other coastal wetland** | 31 | 28,609 | **0.038** | 38.3 | | **Tropical peatland, forested** | 26 | 3,966 | **0.031** | 31.2 | | **Temperate peatland, non-forested** | 25 | 9,547 | **0.024** | 23.5 | | **Large river** | 4 | 22,781 | **0.023** | 23.1 | | **Riverine, seasonally flooded, forested** | 12 | 4,249 | **0.023** | 22.8 | | **Palustrine, seasonally saturated, forested** | 18 | 5,494 | **0.021** | 21.1 | | **Riverine, regularly flooded, forested** | 10 | 3,715 | **0.016** | 16.0 | | **Palustrine, seasonally saturated, non-forested** | 19 | 39,218 | **0.013** | 13.4 | | **Riverine, regularly flooded, non-forested** | 11 | 34,681 | **0.010** | 9.9 | | **Riverine, seasonally flooded, non-forested** | 13 | 41,857 | **0.010** | 9.7 | | **Reservoir** | 3 | 29,927 | **0.008** | 8.0 | | **Other permanent waterbody** | 6 | 6,498 | **0.007** | 7.5 | | **Delta** | 30 | 38,096 | **0.006** | 6.5 | | **Lacustrine, non-forested** | 9 | 12,126 | **0.006** | 6.3 | | **Large estuarine river** | 5 | 3,413 | **0.003** | 3.2 | | **Ephemeral, non-forested** | 21 | 14,815 | **0.003** | 2.9 | | **Freshwater lake** | 1 | 5,405 | **0.002** | 2.2 | | **Tropical peatland, non-forested** | 27 | 558 | **0.002** | 1.5 | | **Lacustrine, forested** | 8 | 387 | **0.001** | 1.1 | | **Ephemeral, forested** | 20 | 210 | **0.001** | 0.8 | | **Saline lake** | 2 | 2,382 | **0.0004** | 0.4 | | **Palustrine, regularly flooded, forested** | 16 | 54 | **0.0002** | 0.2 | | **Palustrine, regularly flooded, non-forested** | 17 | 444 | **0.0002** | 0.2 | | **Saltmarsh** | 29 | 14 | **0.00006** | 0.06 |  ## Key Insights  **Total vulnerable carbon in India's wetlands: ~1.05 Gt C (1,050 Mt C)**  ### Top 3 carbon-rich wetland types: 1. **Riverine, seasonally saturated, forested** (0.207 Gt C) - despite moderate extent, high carbon density 2. **Rice paddies** (0.175 Gt C) - vast extent (1.17M hex cells) drives large total 3. **Temperate peatland, forested** (0.172 Gt C) - very high carbon density per unit area  ### Notable findings: - **Peatlands** (codes 22-27) collectively store ~0.23 Gt C despite limited extent - **Mangroves** (0.069 Gt C) are carbon-dense but limited in area - **Rice paddies** dominate by area but have moderate carbon density - **Riverine wetlands** (codes 10-15) collectively store ~0.22 Gt C  Would you like me to: - Show this on the map with a hex layer visualization? - Compare with irrecoverable or manageable carbon? - Break down by Indian states/regions? - Calculate carbon density (per hectare) for each wetland type?
wetlands-v2	nvidia/nemotron-3-ultra-550b-a55b	?	ok	5	23.6	34.6	2573	17c2f4b7-14a2-4255-892e-acb295f80671	"**Ramsar Sites Meeting Criterion 9: 64 sites across 32 countries, covering ~613 million hectares**  Here are the top sites by area:  | Ramsar ID | Site Name | Country | Area (ha) | |-----------|-----------|---------|-----------| | 2094 | Río Yata | Bolivia | 2,813,230 | | 2092 | Río Blanco | Bolivia | 2,404,920 | | 1837 | Réserve naturelle nationale des Terres australes francaises | France | 2,337,100 | | 204 | Kakadu National Park | Australia | 1,979,770 | | 1851 | Bas Ogooué | Gabon | 1,370,000 | | 250 | Parc National du Banc d'Arguin | Mauritania | 1,200,000 | | 1662 | Zambezi Floodplains | Zambia | 900,000 | | 1231 | Issyk-kul State Nature Reserve | Kyrgyzstan | 626,439 | | 530 | Kafue Flats | Zambia | 600,500 | | 2297 | Guaporé Biological Reserve | Brazil | 600,000 |  ---  ### **What is Ramsar Criterion 9?**  **Criterion 9** (adopted in 2005) states:  > *""A wetland should be considered internationally important if it regularly supports **1% or more of the individuals in a population of one species or subspecies of wetland-dependent non-avian animal species**.""*  **In plain language:** The site is critical for the survival of a **non-bird animal species** (fish, mammals, reptiles, amphibians, invertebrates) that depends on wetlands, hosting at least 1% of that species' global population.  **Key points:** - **Focus:** Non-avian (non-bird) wetland-dependent species — e.g., fish, marine turtles, manatees, hippos, crocodiles, amphibians, crustaceans, mollusks - **Threshold:** ≥1% of the global population of that species/subspecies - **Complements:** Criterion 5 (waterbirds, 20,000+ individuals) and Criterion 6 (1% of a waterbird population) - **Examples of species triggering Criterion 9:**    - **Fish:** Sturgeon, salmon, endemic cichlids   - **Mammals:** Hippopotamus, manatee, river dolphin, otter   - **Reptiles:** Marine turtles, crocodiles, caimans   - **Amphibians:** Endemic frogs, salamanders   - **Invertebrates:** Freshwater crabs, shrimp, mussels  **Why it matters:** Criterion 9 explicitly recognizes that wetlands are vital for **biodiversity beyond birds** — many threatened aquatic species depend entirely on specific wetland habitats. Sites like the **Río Yata** (Bolivia) and **Bas Ogooué** (Gabon) are designated largely for their fish and aquatic mammal populations.  ---  Would you like me to: 1. **Filter the map** to show only these 64 Criterion 9 sites? 2. **Break down by species group** (fish, mammals, reptiles, etc.) if that data is available? 3. **Show overlap** with protected areas (WDPA) or irrecoverable carbon?"
bosl-high-seas	moonshotai/kimi-k2.7-code	q2	ok	5	119.8	135.1	1296	c6cd57d8-3ed6-4a2b-a569-c75c88da4bf3	**129 seamounts** fall within the high-seas portion of the Sargasso Sea EBSA.  A few useful details:  | Metric | Value | |---|---| | Sargasso Sea EBSA total area | ~4.17 million km² | | High-seas portion of the EBSA | ~3.69 million km² (~89%) | | Seamounts in entire Sargasso Sea EBSA | 141 | | Seamounts in the high-seas portion | **129** | | Seamounts in the remaining (EEZ) portion | 12 |  **Method:** I joined the Sargasso Sea EBSA hex cells (`GLOBAL_ID = 'WC_13'`) to the IHO high-seas mask at H3 resolution 4, then overlapped those cells with the Harris et al. seafloor-geomorphology layer at H3 resolution 6, filtering to `feature_type = 'Seamounts'`. Seamounts were counted as distinct source features (`COUNT(DISTINCT _cng_fid)`).  **Caveats:** - EBSAs are **scientific descriptions** under the CBD — they carry no legal protection or management restrictions. - The high-seas mask is at H3 resolution 4 (~1,770 km² cells), so boundary cells near Bermuda's EEZ are treated as fully high seas. The 129-count therefore reflects seamounts whose H3 cell overlaps the high-seas portion, not necessarily seamounts entirely outside national jurisdiction. - The remaining 12 seamounts lie in the part of the EBSA that overlaps Bermuda's EEZ.  Would you like me to show these seamounts on the map?
biodiversity	minimax/minimax-m3	q2	ok	3	35.0	135.4	1985	0f889000-fc17-4303-afe4-bbca6254b084	## Top 10 Ecoregions by Vulnerable Carbon (2024)  | Rank | Ecoregion | Biome | Realm | Vulnerable Carbon (Gt C) | |---|---|---|---|---| | 1 | West Siberian taiga | Boreal Forests/Taiga | Palearctic | 13.85 | | 2 | Scandinavian and Russian taiga | Boreal Forests/Taiga | Palearctic | 13.72 | | 3 | Southwest Amazon moist forests | Tropical & Subtropical Moist Broadleaf Forests | Neotropic | 10.77 | | 4 | Madeira-Tapajós moist forests | Tropical & Subtropical Moist Broadleaf Forests | Neotropic | 8.09 | | 5 | Guianan lowland moist forests | Tropical & Subtropical Moist Broadleaf Forests | Neotropic | 7.67 | | 6 | Uatumã-Trombetas moist forests | Tropical & Subtropical Moist Broadleaf Forests | Neotropic | 7.06 | | 7 | East Siberian taiga | Boreal Forests/Taiga | Palearctic | 6.42 | | 8 | Northwest Congolian lowland forests | Tropical & Subtropical Moist Broadleaf Forests | Afrotropic | 6.42 | | 9 | Central Congolian lowland forests | Tropical & Subtropical Moist Broadleaf Forests | Afrotropic | 6.19 | | 10 | Northeast Congolian lowland forests | Tropical & Subtropical Moist Broadleaf Forests | Afrotropic | 6.13 |  **Key takeaways:** - **Boreal taiga dominates the top of the list** — the West Siberian and East Siberian taiga together hold ~20 Gt C of vulnerable carbon, reflecting the vast peatland carbon stocks of Siberia. - **Amazon moist forests** contribute 3 of the top 6 ecoregions (Southwest Amazon, Madeira-Tapajós, Guianan lowland), totaling ~25 Gt C. - **Congo Basin lowland forests** round out the top 10 with three ecoregions (~18.7 Gt C combined). - The top 10 ecoregions together hold roughly **86 Gt C** of vulnerable carbon — about 18% of the global vulnerable carbon total (~470 Gt C).  **Methodology:** Joined WWF ecoregions (H3 res 8) with the v2 Vulnerable Carbon 2024 dataset (H3 res 9, joined via the pre-computed `h8` parent column), then summed carbon per ecoregion. NaN values were filtered out before aggregation to avoid poisoning the totals.
tpl-ca	minimax/minimax-m3	q4	ok	3	110.8	117.7	2131	2ae74b3c-d69e-4ce4-ab1a-330665395016	"Here are the California Assembly districts with the most protected acreage recorded in the Conservation Almanac:  | Rank | District | Total Acres | # of Sites | |------|----------|------------:|-----------:| | 1 | Assembly District 34 | 563,641 | 586 | | 2 | Assembly District 36 | 451,429 | 123 | | 3 | Assembly District 2 | 207,738 | 129 | | 4 | Assembly District 47 | 152,443 | 194 | | 5 | Assembly District 75 | 48,747 | 182 | | 6 | Assembly District 1 | 46,402 | 85 | | 7 | Assembly District 30 | 29,059 | 60 | | 8 | Assembly District 27 | 24,496 | 39 | | 9 | Assembly District 12 | 22,786 | 78 | | 10 | Assembly District 4 | 15,047 | 35 |  **Top districts are concentrated in rural Northern California and the Sierra Nevada** — AD 34 (Sierra Nevada/Mother Lode), AD 36 (Eastern Sierra/Inyo-Mono), AD 2 (North Coast/Mendocino-Humboldt redwoods), and AD 47 (Sierra foothills/Tahoe basin). AD 75 (San Diego County) rounds out the top 5.  ### Important caveats  - **Hex coverage is ~79% of sites.** The Conservation Almanac hex variant retains 53,191 of 67,428 sites; sites with very small or complex geometries that don't intersect any H3 resolution-10 cell are omitted. The totals above are therefore a slight undercount. - **Sites spanning multiple districts are counted in each.** A 10,000-acre site that crosses two Assembly districts contributes 10,000 acres to *both* districts' totals. This is the standard interpretation for ""acreage in this district"" but inflates the statewide sum. - **Data currency.** The Conservation Almanac's California records extend through ~2017; the ""2024"" in the dataset name is the publication year, not data currency. Newer protections (post-2017) are not reflected here. - **Funding is separate.** These are acres of *land conservation recorded in the Almanac* — they come from many sources (federal programs, state bonds like Props 12/40/50/84/117, local measures, donations), not just TPL-funded projects.  Would you like me to render this as a choropleth map showing protected acreage by Assembly district, or break it down by owner type (federal/state/local/NGO) or protection purpose?"
tpl	nvidia/nemotron-3-ultra-550b-a55b	q4	ok	5	8.7	34.9	1923	8e2f692b-080c-46e9-9d12-808865369260	Based on the Conservation Almanac data, here's what land conservation funding looks like in **Boulder County, Colorado**:  ## Summary - **618 conservation sites** totaling **~47,467 acres** (records span 1998–2015) - **Total known funding: ~$340 million** across 462 transactions with dollar amounts > $0  ## Funding by Sponsor Type  | Sponsor Type | Sites Funded | Transactions | Total Funding | Key Sponsors | Key Programs | |--------------|-------------|--------------|---------------|--------------|--------------| | **Local (LOC)** | 430 | 433 | **$323.5M** | Boulder County, CO; Broomfield County, CO; Longmont, CO; Ward, CO | Sales Tax Funds | | **Federal (FED)** | 5 | 5 | **$11.2M** | U.S. Forest Service; USDA NRCS | Forest Legacy Program (FLP); Farm & Ranch Lands Protection Program (FRPP) | | **State (STAT)** | 11 | 12 | **$3.4M** | Colorado Conservation Trust Fund; Colorado State Parks | Great Outdoors Colorado; Lottery Proceeds | | **Private (PRIV)** | 9 | 9 | **$1.3M** | Private Landowner | Donation | | **Unknown (UNK)** | 3 | 3 | **$1.0M** | Unknown | Donation |  ## Key Observations - **Local funding dominates** — Boulder County's own sales tax funds account for ~95% of all known conservation dollars in the county - **Federal programs** (Forest Legacy, FRPP) contributed to a handful of larger easement projects (e.g., Tolland Ranch CE, SCHLAGEL FAMILY, Hoffman Farm CE) - **State funding** (Great Outdoors Colorado, lottery proceeds) supported ~11 sites - **Private donations** and landowner contributions appear on ~12 sites  ## Map The Conservation Almanac sites layer is now filtered to show only Boulder County, Colorado sites. You can explore individual sites on the map — hover for details like site name, acres, year, owner, and protection type.  *Note: Data coverage in the Conservation Almanac for Colorado extends through ~2015. More recent conservation investments may not be captured.*
bosl-high-seas	minimax/minimax-m3	q1	ok	4	343.2	421.9	2552	f914c626-096d-4a80-a1c3-4437d01c109e	## Results: Fishing Displaced by Closing All High-Seas EBSAs to Fishing  ### Scope of the closure  | Metric | Value | |---|---| | EBSAs in the high seas | **171** of 203 total | | Area closed | **~47,000,000 km²** (≈19% of the global high seas) | | H3 cells affected | 60.1 M (h8) / 1.27 M (h6) |  ### Displaced fishing effort by gear type (2024)  | Gear type | Hours displaced (2024) | % of that gear's global effort | |---|---:|---:| | **Drifting longlines** | **1,475,980** | **12.0%** | | Trawlers | 340,534 | 0.6% | | Squid jigger | 279,675 | 17.8% | | Fishing (unclassified) | 196,796 | 1.0% | | Pole and line | 40,774 | 3.2% | | Set longlines | 39,493 | 0.7% | | Other purse seines | 33,344 | 2.4% | | Tuna purse seines | 18,540 | 3.6% | | Fixed gear | 6,699 | 0.2% | | Purse seines | 4,365 | 3.3% | | Set gillnets | 1,915 | 0.03% | | Dredge fishing | 738 | 0.08% | | Trollers | 461 | 0.6% | | Pots and traps | 268 | 0.07% | | Seiners | 40 | 0.04% | | **Total** | **~2,440,000 hours** | **~2.1% of global fishing** |  ### Key takeaways  1. **Drifting longlines dominate** — accounting for ~60% of all displaced hours. This is the industrial tuna/billfish longline fleet operating across the high seas. 2. **Squid jiggers are the most exposed gear** — 17.8% of the global squid-jigger fleet's effort falls inside these EBSAs (largely North Pacific). 3. **Bottom-contact gears (trawls, dredges, gillnets) are minimally affected** — these mostly operate on continental shelves within EEZs, not in the open ocean. 4. **Overall impact is small** — ~2.1% of total global AIS-detected fishing effort.  ### Important caveats  - **EBSA coverage is incomplete.** The layer holds 203 EBSAs from 9 of ~15 CBD regional workshops. It does **not** include the NE Atlantic, Baltic, Black & Caspian Seas, Seas of East Asia, or North Indian Ocean workshops. The true displaced figure would be higher. - **EBSAs are scientific descriptions, not protections.** They carry no legal force — designating them as MPAs would require new governance action (likely via RFMOs or a BBNJ treaty mechanism). - **GFW only captures AIS-detected vessels** — industrial/commercial fishing. Unreported and non-AIS fishing is not counted. - **Hex-based intersection** means effort in h6 cells straddling the EEZ boundary is attributed in full to the EBSA side; this is a minor over-count at boundaries.  Would you like me to **render this as a map** showing the displaced fishing effort spatially (e.g., a hex layer of fishing hours per cell inside the EBSA-in-high-seas footprint)?
bosl-high-seas	minimax/minimax-m3	q1	ok	8	212.5	270.4	2867	3f65ce4b-ac14-4c1e-99dc-7ebbc2f627f2	"I now have a comprehensive picture. Here's the analysis:  ---  ## Fishing Effort Displaced by Designating High-Seas EBSAs as No-Take MPAs  ### Scope of the closure - **59 EBSAs** fall within the high seas (ABNJ), covering **~46 million km²** of ocean - This is ~13% of the global ocean area, and ~28% of the high seas  ### Fishing effort displaced (2024) **~1.96 million fishing hours** would be displaced — about **1.7%** of the 114 million hours of global industrial fishing effort tracked by AIS in 2024.  ### By gear type  | Gear type | Fishing hours (2024) | % of displaced | Vessel-months | |---|---:|---:|---:| | **Drifting longlines** | 1,463,800 | 74.7% | 1,020,300 | | **Squid jigger** | 278,600 | 14.2% | 549,200 | | Fishing (unclassified) | 133,300 | 6.8% | 112,400 | | Trawlers | 37,300 | 1.9% | 38,400 | | Pole and line | 27,600 | 1.4% | 54,900 | | Tuna purse seines | 10,900 | 0.6% | 86,100 | | Set longlines | 3,500 | 0.2% | 17,100 | | Fixed gear | 3,100 | 0.2% | 3,600 | | Other (<1% each) | ~500 | <0.1% | ~4,500 |  **Drifting longlines dominate** — nearly three-quarters of all displaced effort. This reflects the fact that high-seas EBSAs overlap heavily with tuna and billfish habitat in the equatorial Pacific and Indian Oceans, where longline fleets concentrate.  ### Top EBSAs by displaced fishing  | EBSA | Region | Fishing hours displaced | |---|---|---:| | North Pacific Transition Zone | North Pacific | 442,800 | | Central Indian Basin | Indian Ocean | 350,400 | | Equatorial Productivity Zone | E. Tropical Pacific | 217,700 | | EBSA No.16: Equatorial High-Productivity Zone | South Pacific | 173,800 | | Agulhas Front | Indian Ocean | 142,100 | | Equatorial Front & Carnegie Ridge | E. Tropical Pacific | 118,000 | | Nazca and Salas y Gomez | E. Tropical Pacific | 69,500 |  ### Important caveats  1. **EBSA coverage is incomplete.** This layer contains 203 EBSAs from 9 of ~15 CBD regional workshops. It does **not** include the **NE Atlantic, Baltic, Black & Caspian Seas, Seas of East Asia, or North Indian Ocean** workshops. The displaced-fishing total above is therefore a **lower bound** — additional fishing would be displaced by EBSAs in those regions.  2. **Resolution overestimate.** Fishing effort is tracked at H3 resolution 6 (~36 km²). Where an h6 cell is only partially covered by an EBSA, the entire cell's fishing is counted as displaced. The true displaced figure is somewhat lower than reported.  3. **AIS coverage only.** GFW effort reflects vessels >15m broadcasting AIS. Small-scale and non-AIS industrial fishing is not captured.  4. **""Displaced"" ≠ ""lost.""** Effort may relocate to adjacent waters rather than disappear — actual catch reduction depends on stock-specific displacement dynamics.  Would you like me to render the high-seas EBSAs on the map, or break the displaced effort down by flag state or year?"
wetlands-v2	minimax/minimax-m3	?	ok	11	70.1	91.7	2687	bc7e1bb7-7c1e-4e24-a294-eeb5f2f04d09	"## Summary  ### 🌍 Ramsar Criterion 9 — Explained  **Criterion 9** is one of nine criteria used to identify **Wetlands of International Importance** under the Ramsar Convention. It reads:  > *""A wetland should be considered internationally important if it regularly supports **1% of the individuals in a population of one species or subspecies of waterbird**, or 1% of the individuals in a population of one species or subspecies of animal dependent upon wetlands.""*  This is the **""1% population threshold""** rule — a quantitative benchmark. If a wetland regularly hosts at least 1% of a global or biogeographic population of a single waterbird (or wetland-dependent animal) species, it qualifies. The threshold is set deliberately low because it identifies sites that are **critical to species survival** — losing them would push populations toward extinction risk.  ### 📊 Global Statistics for Criterion 9 Sites  | Metric | Value | |---|---| | **Distinct Ramsar sites meeting Criterion 9** | **52** | | **Total H3 hex cells covered** | 163,039 | | **Total area** | ~799,900 km² |  ### 🏆 Top Countries by Criterion 9 Sites  | Country | Sites | |---|---| | 🇦🇺 Australia | 6 | | 🇺🇸 United States | 5 | | 🇬🇦 Gabon | 4 | | 🇫🇷 France | 4 | | 🇲🇽 Mexico | 3 | | 🇲🇬 Madagascar | 3 | | 🇳🇱 Netherlands | 2 | | 🇲🇦 Morocco | 2 | | 🇸🇪 Sweden | 2 | | 🇿🇲 Zambia | 2 |  ### 🗺️ Largest Criterion 9 Sites  | Site | Country | Area (ha) | |---|---|---| | Réserve naturelle nationale des Terres australes françaises | France | 2,337,100 | | Kakadu National Park | Australia | 1,979,770 | | Bas Ogooué | Gabon | 1,370,000 | | Parc National du Banc d'Arguin | Mauritania | 1,200,000 | | Zambezi Floodplains | Zambia | 900,000 | | Kafue Flats | Zambia | 600,500 | | Guaporé Biological Reserve | Brazil | 600,000 | | Îles Barren | Madagascar | 463,200 | | Wadden Sea | Netherlands | 271,023 | | Gough Island | UK | 243,561 |  ### 🗺️ Map View  I've displayed the Ramsar layer on the map, **filtered to only sites meeting Criterion 9**, styled in red, with a tooltip showing site name, country, area, and the Criterion 9 flag. These sites span every inhabited continent — from the Wadden Sea tidal flats to Australia's Kakadu, the Banc d'Arguin in Mauritania, and Madagascar's Barren Islands — reflecting the global importance of migratory waterbird flyways.  Would you like me to: - 🔍 **Zoom to a specific region** (e.g., the African sites, or the Australian cluster)? - 📊 **Cross-reference Criterion 9 sites with other criteria** (e.g., sites meeting both Criterion 1 AND Criterion 9)? - 🌿 **Overlay with other layers** like WDPA protected areas or vulnerable carbon to see overlap with conservation priorities?"
